song,artist,hip_hop_rnb,genre
Watching You,Rodney Atkins,0,Country / Rock
Water,Brad Paisley,0,Country / Rock
We're All in the Same Gang,The West Coast Rap All-Stars,1,Hip Hop / RnB
We Are Never Ever Getting Back Together,Taylor Swift,0,Country / Rock
We Are Tonight,Billy Currington,0,Country / Rock
We Belong Together,Mariah Carey,1,Hip Hop / RnB
We Can't Be Friends,Deborah Cox ,1,Hip Hop / RnB
We Danced,Brad Paisley,0,Country / Rock
We Danced Anyway,Deana Carter,0,Country / Rock
We Fly High,Jim Jones,1,Hip Hop / RnB
We Owned the Night,Lady Antebellum,0,Country / Rock
We Were Us,Keith Urban and Miranda Lambert,0,Country / Rock
Weak,SWV,1,Hip Hop / RnB
Weak and Powerless,A Perfect Circle,0,Country / Rock
What's Going On in Your World,George Strait,0,Country / Rock
What's It Gonna Be?!,Busta Rhymes ,1,Hip Hop / RnB
What's It to You,Clay Walker,0,Country / Rock
What About Now,Lonestar,0,Country / Rock
What Happens in a Small Town,Brantley Gilbert and Lindsay Ell,0,Country / Rock
What Hurts the Most,Rascal Flatts,0,Country / Rock
What I'd Say,Earl Thomas Conley,0,Country / Rock
What I've Done,Linkin Park,0,Country / Rock
What I Really Meant to Say,Cyndi Thomson,0,Country / Rock
What If I Said,Anita Cochran (duet with Steve Wariner),0,Country / Rock
What Ifs,Kane Brown ,0,Country / Rock
What Mattered Most,Ty Herndon,0,Country / Rock
What Part of No,Lorrie Morgan,0,Country / Rock
What She's Doing Now,Garth Brooks,0,Country / Rock
What Was I Thinkin',Dierks Bentley,0,Country / Rock
What Would You Do?,City High,1,Hip Hop / RnB
What You Know,T.I.,1,Hip Hop / RnB
Whatever She's Got,David Nail,0,Country / Rock
Whatever You Like,T.I.,1,Hip Hop / RnB
Whatever You Want,Tony! Toni! Toné!,1,Hip Hop / RnB
When I'm Gone,3 Doors Down,0,Country / Rock
When I'm Gone,Dirty Honey,0,Country / Rock
When I Get Where I'm Going,Brad Paisley ,0,Country / Rock
When I Said I Do,Clint Black with Lisa Hartman Black,0,Country / Rock
When I See U,Fantasia,1,Hip Hop / RnB
When I Think About Angels,Jamie O'Neal,0,Country / Rock
When It Rains It Pours,Luke Combs,0,Country / Rock
When Legends Rise,Godsmack,0,Country / Rock
When My Ship Comes In,Clint Black,0,Country / Rock
When She Says Baby,Jason Aldean,0,Country / Rock
When the Curtain Falls,Greta Van Fleet,0,Country / Rock
When the Seasons Change,Five Finger Death Punch,0,Country / Rock
When the Sun Goes Down,Kenny Chesney & Uncle Kracker,0,Country / Rock
Where Are You Now,Clint Black,0,Country / Rock
Where Did I Go Wrong,Steve Wariner,0,Country / Rock
Where Do We Go from Here,Stacy Lattisaw with Johnny Gill,1,Hip Hop / RnB
Where I Come From,Alan Jackson,0,Country / Rock
Where It's At,Dustin Lynch,0,Country / Rock
Where the Green Grass Grows,Tim McGraw,0,Country / Rock
Where the Party At,Jagged Edge with Nelly,1,Hip Hop / RnB
Where Were You (When the World Stopped Turning),Alan Jackson,0,Country / Rock
Wherever You Are,Jack Ingram,0,Country / Rock
Whiskey Girl,Toby Keith,0,Country / Rock
Whiskey Glasses,Morgan Wallen,0,Country / Rock
Whiskey Hangover,Godsmack,0,Country / Rock
Whisper My Name,Randy Travis,0,Country / Rock
Whistle While You Twurk,Ying Yang Twins,1,Hip Hop / RnB
Who's Lonely Now,Highway 101,0,Country / Rock
Who's That Man,Toby Keith,0,Country / Rock
Who's Your Daddy?,Toby Keith,0,Country / Rock
Who Are You When I'm Not Looking,Blake Shelton,0,Country / Rock
Who Can I Run To,Xscape,1,Hip Hop / RnB
Who I Am,Jessica Andrews,0,Country / Rock
Who Says You Can't Go Home,Bon Jovi duet with Jennifer Nettles,0,Country / Rock
Who Wouldn't Wanna Be Me,Keith Urban,0,Country / Rock
Whoomp! (There It Is),Tag Team,1,Hip Hop / RnB
Why,Jason Aldean,0,Country / Rock
Why'd You Come in Here Lookin' Like That,Dolly Parton,0,Country / Rock
Why Didn't I Think of That,Doug Stone,0,Country / Rock
Why Don't We Just Dance,Josh Turner,0,Country / Rock
Why Wait,Rascal Flatts,0,Country / Rock
Wide Open Spaces,Dixie Chicks,0,Country / Rock
Wifey,Next,1,Hip Hop / RnB
Wiggle,Jason Derulo ,1,Hip Hop / RnB
Wild Angels,Martina McBride,0,Country / Rock
Wild Child,Kenny Chesney ,0,Country / Rock
Wild One,Faith Hill,0,Country / Rock
Wink,Neal McCoy,0,Country / Rock
Wish You Were Here,Mark Wills,0,Country / Rock
Wishing Well,Terence Trent D'Arby,1,Hip Hop / RnB
With Arms Wide Open,Creed,0,Country / Rock
Without You,Dixie Chicks,0,Country / Rock
Without You,Keith Urban,0,Country / Rock
Wobble Wobble,504 Boyz,1,Hip Hop / RnB
"Woman, Amen",Dierks Bentley,0,Country / Rock
Words as Weapons,Seether,0,Country / Rock
Work It,Missy Elliott,1,Hip Hop / RnB
Work It,Missy Misdemeanor Elliott,1,Hip Hop / RnB
World on Fire,Slash ,0,Country / Rock
World So Cold,Three Days Grace,0,Country / Rock
Would You Go with Me,Josh Turner,0,Country / Rock
Wow,Post Malone,1,Hip Hop / RnB
Wrap My Body Tight,Johnny Gill,1,Hip Hop / RnB
Write This Down,George Strait,0,Country / Rock
Written All Over Your Face,The Rude Boys,1,Hip Hop / RnB
Written in the Sand,Old Dominion,0,Country / Rock
Wrong Again,Martina McBride,0,Country / Rock
XXX's and OOO's (An American Girl),Trisha Yearwood,0,Country / Rock
Yeah,Joe Nichols,0,Country / Rock
Yeah!,Usher ,1,Hip Hop / RnB
Yellow Roses,Dolly Parton,0,Country / Rock
Yes!,Chad Brock,0,Country / Rock
You,Chris Young,0,Country / Rock
You,Lloyd ,1,Hip Hop / RnB
You'll Think of Me,Keith Urban,0,Country / Rock
You're a Lie,Slash ,0,Country / Rock
You're Easy on the Eyes,Terri Clark,0,Country / Rock
You're Gonna Miss Me When I'm Gone,Brooks & Dunn,0,Country / Rock
You're Gonna Miss This,Trace Adkins,0,Country / Rock
You're Makin' Me High / Let It Flow,Toni Braxton,1,Hip Hop / RnB
You're Still the One,Shania Twain,0,Country / Rock
You're the One,Greta Van Fleet,0,Country / Rock
You're the One,SWV,1,Hip Hop / RnB
You Are My Everything,Surface,1,Hip Hop / RnB
You Are Not Alone,Michael Jackson,1,Hip Hop / RnB
You Belong with Me,Taylor Swift,0,Country / Rock
You Can't Deny It,Lisa Stansfield,1,Hip Hop / RnB
You Can't Make a Heart Love Somebody,George Strait,0,Country / Rock
You Can't Play with My Yo-Yo,Yo-Yo,1,Hip Hop / RnB
You Can Feel Bad,Patty Loveless,0,Country / Rock
You Don't Have to Worry,En Vogue,1,Hip Hop / RnB
You Don't Know Her Like I Do,Brantley Gilbert,0,Country / Rock
You Don't Know My Name,Alicia Keys,1,Hip Hop / RnB
You Gonna Fly,Keith Urban,0,Country / Rock
You Had Me from Hello,Kenny Chesney,0,Country / Rock
You Know Me Better Than That,George Strait,0,Country / Rock
You Know You're Right,Nirvana,0,Country / Rock
You Lie,Reba McEntire,0,Country / Rock
You Look Good in My Shirt,Keith Urban,0,Country / Rock
You Make It Easy,Jason Aldean,0,Country / Rock
You Make Me Wanna...,Usher,1,Hip Hop / RnB
You Really Had Me Going,Holly Dunn,0,Country / Rock
You Remind Me,Mary J. Blige,1,Hip Hop / RnB
You Remind Me of Something,R. Kelly,1,Hip Hop / RnB
You Shouldn't Kiss Me Like This,Toby Keith,0,Country / Rock
You Were Mine,Dixie Chicks,0,Country / Rock
You Will Know,Stevie Wonder,1,Hip Hop / RnB
You Win My Love,Shania Twain,0,Country / Rock
Young & Crazy,Frankie Ballard,0,Country / Rock
Young Love (Strong Love),The Judds,0,Country / Rock
Your Decision,Alice in Chains,0,Country / Rock
Your Love,Nicki Minaj,1,Hip Hop / RnB
Your Love Amazes Me,John Berry,0,Country / Rock
Your Man,Josh Turner,0,Country / Rock
Yours,Russell Dickerson,0,Country / Rock
Yours If You Want It,Rascal Flatts,0,Country / Rock
Zeze,Kodak Black,1,Hip Hop / RnB
Zombie,Bad Wolves,0,Country / Rock
