song,artist,hip_hop_rnb,lyrics,genre
The Way You Make Me Feel,Michael Jackson,1,"Hee-hee Ooh G'on, girl! Aaow! Hee Hey, pretty baby with the high heels on You give me fever like I've never, ever known You're just a product of loveliness I like the groove of your walk, your talk, your dress I feel your fever from miles around I'll pick you up in my car and we'll paint the town Just kiss me baby and tell me twice That you're the one for me The way you make me feel The way you make me feel You really turn me on You really turn me on You knock me off of my feet You knock me off of my feet My lonely days are gone My lonely days are gone Uh, uh I like this feelin' you're givin' me Just hold me, baby, and I'm in ecstasy Oh, I'll be workin' from nine to five To buy you things to keep you by my side I've never felt so in love before Just promise, baby, you'll love me forever more I swear I'm keepin' you satisfied 'Cause you're the one for me The way you make me feel The way you make me feel You really turn me on You really turn me on You knock me off of my feet now, baby You knock me off of my feet My lonely days are gone My lonely days are gone Acha-ooh! G'on, girl! G'on! Hee-hee Aaow! G'on, girl! Wooh Wooh I've never felt so in love before Just promise, baby, you'll love me forever more I swear I'm keepin' you satisfied 'Cause you're the one for me The way you make me feel The way you make me feel You really turn me on You really turn me on You knock me off of my feet now, baby (Hee!) You knock me off of my feet My lonely days are gone (Ah, ah) (My lonely days are gone) The way you make me fee-hee! The way you make me feel You really turn me on You really turn me on You knock me off of my feet now, baby (Hee!) You knock me off of my feet My lonely days are gone My lonely days are gone Ain't nobody's business Ain't nobody's business The way you make me feel Ain't nobody's business Ain't nobody's business But mine and my baby You really turn me on Hee-hee! You knock me off of my feet Hee-hee! Ooh! My lonely days are gone Give it to me Give me some time The way you make me feel Come on, be my girl I wanna be with mine You really turn me on Ain't nobody's business You knock me off of my feet Ain't nobody's business But mine and my baby G'on, girl! Aaow! My lonely days are gone Hee-hee! Hoo! Choo-coo, choo-coo Choo-coo, choo-coo, choo-coo G'on, girl! The way you make me feel (Hee-hee!) (Hee-hee-hee!) You really turn me on You knock me off of my feet My lonely days are gone Give it to me Give me some time The way you make me feel Come on, be my girl I wanna be with mine You really turn me on Ain't nobody's business You knock me off of my feet Ain't nobody's business But mine and my baby G'on, girl! My lonely days are gone Give it to me Give me some time The way you make me feel Come on, be my girl I wanna be with mine You really turn me on Ain't nobody's business You knock me off of my feet",Hip Hop / RnB
The Way You Move,Outkast,1,"Boom, boom, boom Ha-ha! Ready for action, nip it in the bud We never relaxing, OutKast is everlasting Not clashing, not at all But, see, my nigga went to do a little acting Now, that's for anyone asking, give me one, pass 'em Drip-drip-drop—there goes an eargasm Now you cumming out the side of your face We tapping right into your memory banks (Thanks!) So click it or ticket, let's see your seat belt fastened Trunk rattling, like two midgets in the backseat 'rassling Speakerboxxx vibrate the tag Make it sound like aluminum cans in the bag But I know y'all wanted that 808 Can you feel that B-A-S-S, bass? But I know y'all wanted that 808 Can you feel that B-A-S-S, bass? I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way I love the way you move I love the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way The whole room fell silent, the girls all paused with glee Turning left, turning right, are they looking at me? Well, I was looking at them, there, there, on the dance floor Now, they got me in the middle, feeling like a man-whore 'Specially the big girl Big girls need love, too—no discrimination here, squirrel So keep your hands off my cheeks And let me study how you ride the beat, you big freak Skinny-slim women got the cameltoe within them You can hump them, lift them, bend them Give them something to remember Yell out ""Timber!"" when you fall through the chop shop Take a deep breath and exhale Your ex-male-friend-boyfriend was boring as hell But let me listen to the story you tell And we can make moves like a person in jail: on the low, ho I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way I love the way you move I love the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way Hey, baby, girl, don't you stop me Come on, lady, dance all around me You (Look so fine) You look so fine (Look so fine) You driving me (Out of my) Out of my mind (Out my mind) Ooh, baby, if I could I would just leave with you, baby Oooh, 'cause you light me, and excite me And you know, you got me, baby, ooh! I like the way you move (I like the way you move) I like the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh I love the way you move I love the way (Oh, oh), I love the way (Ooh) I love the way you move (I love the way you move) I love the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh I love the way you move I love the way, I love the way I like the way you move I like the way you move, woo-ooh-ooh I love the way you move I love the way, I love the way...",Hip Hop / RnB
The World,Brad Paisley,0,"To the teller down at the bank You're just another checking account To the plumber that came today You're just another house At the airport ticket counter You're just another fare At the beauty shop at the mall Well you're just another head of hair Well that's alright, that's ok If you don't feel important, honey All I've got to say is To the world You may be just another girl But to me Baby, you are the world To the waiter at the restaurant You're just another tip To the guy at the ice cream shop You're just another dip When you can't get reservations Cause you don't have the clout Or you didn't get an invitation Cause somebody left you out That's alright, that's ok If you don't feel important, honey All I've got to say is To the world You may be just another girl But to me Baby, you are the world You think you're one of millions but you're one in a million to me When you wonder if you matter, baby look into my eyes And tell me, can't you see you're everything to me That's alright, that's ok If you don't feel important, honey All I've got to say is To the world You may be just another girl But to me Baby, you are the world That's alright, that's ok If you don't feel important, honey All I've got to say is To the world You may be just another girl But to me Baby, you are the world",Country / Rock
Then,Brad Paisley,0,I remember trying not to stare The night that I first met you You had me mesmerized And three weeks later In the front porch light Taking 45 minutes to kiss goodnight I hadn't told you yet But I thought I loved you then And now you're my whole life Now you're my whole world I just can't believe The way I feel about you girl Like a river meets the sea Stronger than it’s ever been We've come so far since that day And I thought I loved you then And I remember taking you back To right where I first met you You were so surprised There were people around But I didn't care I got down on one knee right there And once again I thought I loved you then Now you're my whole life Now you're my whole world I just can't believe The way I feel about you girl Like a river meets the sea Stronger than it’s ever been We've come so far since that day And I thought I loved you then I can just see you With a baby on the way I can just see you When your hair is turning grey What I can't see Is how I'm ever going to love you more But I've said that before And now you're my whole life Now you're my whole world I just can't believe The way I feel about you girl We'll look back someday At this moment that we're in And I'll look at you and say And I thought I loved you then And I thought I loved you then Ooo ooo ooo ooo ooo Ooo ooo ooo ooo ooo Ooo ooo ooo ooo ooo Ooo ooo ooo ooo ooo,Country / Rock
There's Your Trouble,Dixie Chicks,0,"It should've been different, but it wasn't different, was the Same old story, ""Dear John,"" and so long It should've fit like a glove, it should've fit like a ring Like a diamond ring, a token of true love Should've all worked out, but it didn't She should be here now, but she isn't There's your trouble, there's your trouble You keep seein' double with the wrong one And you can't see I love you, you can't see she doesn't But you just keep holdin' on There's your trouble So now you're thinkin' 'bout all you're missin' how Deep you're sinkin', 'round and 'round and draggin' down Why don't you cash in your chips, why don't you call it a loss Not such a big loss, chalk it up to better luck Could've been true love, but it wasn't It should all add up, but it doesn't There's your trouble, there's your trouble You keep seein' double with the wrong one You can't see I love you, you can't see she doesn't But you just keep holdin' on There's your trouble Should've all worked out, but it didn't She should be here now, but she isn't There's your trouble, there's your trouble You keep seein' double with the wrong one And you can't see I love you, you can't see she doesn't But you just keep holdin' on There's your trouble There's your trouble There's your trouble There's your trouble There is your trouble",Country / Rock
There Ain't Nothin' Wrong with the Radio,Aaron Tippin,0,"Sometimes she runs, sometimes she don't More than once, she's left me on the side of the road The older she gets, the slower we go But there ain't nothin' wrong with the radio She needs a carburetor, a set of plug wires She's riding me around on four bald tires The wipers don't work and the horn don't blow But there ain't nothin' wrong with the radio I got sixteen speakers crossin' my back dash A little bobbin' dog watchin' everybody pass Dual antennas whippin' in the wind Lord, there ain't no country station that I can't tune in Well, she ain't a Cadillac and she ain't a Rolls But there ain't nothin' wrong with the radio I got stopped by a cop late last night Out of date tags and no taillights He said, ""I oughta run you in but I'm lettin' you go Because there ain't nothin' wrong with your radio Got the best looking gal in my hometown I asked her last time that I took her out ""Honey, tell me what it is that makes you love me so"" She said, ""There ain't nothin' wrong with your radio"" I got sixteen speakers crossin' my back dash A little bobbin' dog watchin' everybody pass Dual antennas whippin' in the wind Lord, there ain't no country station that I can't tune in Well, she ain't a Cadillac and she ain't a Rolls But there ain't nothin' wrong with the radio No, she ain't a Cadillac and she ain't a Rolls But there ain't nothin' wrong with the radio",Country / Rock
There Goes,Alan Jackson,0,There you were standin' in the shadows Well I just looked where I don't see I'm still pretendin' I don't need you I won't let you know you're killin' me Like some big black widow spider You know just how to catch your prey I'm actin' like it doesn't matter And you sneak up from behind and whisper my name And there go your paralyzin' eyes There goes your tantalizin' smile There goes my act of playin' it cool And there go the words I meant to say There go the games I wanted to play There goes my heart fallin' for you Well I think you're playin' with me darlin' You like to see what you can do Well I should be fishin' for Blue Marlin Instead of bein' hooked by again by you But there go your paralyzin' eyes There goes your tantalizin' smile There goes my act of playin' it cool And there go the words I meant to say There go the games I wanted to play There goes my heart fallin' for you Yeah there go your paralyzin' eyes There goes your tantalizin' smile There goes my heart fallin' for you Yeah there goes my heart fallin' for you,Country / Rock
There Goes My Baby,Usher,1,"Yeah... right... Usher baby... okay, yeah man Right... (turn the lights off) There goes my baby (Oooh, girl, look at you) You don't know how good it feels to call you my girl There goes my baby Loving everything you do Oooh, girl, look at you Bet you ain't know that I be checking you out when you be putting your heels on I swear, your body's so perfect, baby How you work it, baby yeah, wooo! I love the way that you be poking it out, girl Give me something to feel on So please believe we gone be twerking it out By the end of the night, baby I've been waiting all day to wrap my hands Around your waist and kiss your face Wouldn't trade this feeling for nothing (Not even for a minute) And I'll sit here long as it takes To get you all alone But as soon as you come walking my way You gon' hear me say There goes my baby (Oooh, girl, look at you) You don't know how good it feels to call you my girl There goes my baby Loving everything you do Oooh, girl, look at you I get the chills whenever I see your face and you in the place, girl Feel like I'm in a movie, baby I'm like, ""Oowee, baby"" Like waterfalls, your hair falls down to your waist Can I get a taste, girl? No need to creep, 'cause baby, I ain't ashamed Of calling your name, girl I've been waiting all day to wrap my hands Around your waist and kiss your face Wouldn't trade this feeling for nothing Not even for a minute And I'll sit here long as it takes To get you all alone But as soon as you come walking my way You gon' hear me say There goes my baby (Oooh, girl, look at you) You don't know how good it feels to call you my girl There goes my baby Loving everything you do Oooh, girl, look at you And girl, I feel like it's our first time every time we get together Baby, loving you feels better than Everything, anything Put on my heart, you don't need a ring And I promise Our time away won't change my love There goes my baby (Oooh, girl, look at you) You don't know how good it feels to call you my girl There goes my baby Loving everything you do Oooh, girl, look at you There goes my baby (Oooh, girl, look at you) You don't know how good it feels to call you my girl There goes my baby Loving everything you do Oooh, girl, look at you",Hip Hop / RnB
There Goes My Life,Kenny Chesney,0,"All he could think about was I'm too young for this Got my whole life ahead Hell, I'm just a kid myself How'm I going to raise one All he could see were his dreams going up in smoke So much for ditching this town And hangin' out on the coast Oh well, those plans are long gone And he said There goes my life There goes my future, my everything Might as well kiss it all good-bye There goes my life A couple years of up all night And a few thousand diapers later That mistake he thought he made covers up the refrigerator Oh yeah, he loves that little girl Momma's waiting to tuck her in As she fumbles up those stairs She smiles back at him Dragging that teddy bear Sleep tight, blue eyes and bouncing curls He smiles There goes my life There goes my future, my everything I love you, daddy good-night There goes my life She had that Honda loaded down With Abercrombie clothes and 15 pairs of shoes And his American Express He checked the oil and slammed the hood Said you're good to go She hugged them both and headed off to the West Coast And he cried There goes my life There goes my future, my everything I love you Baby, good-bye There goes my life There goes my life Baby good-bye",Country / Rock
There Is No Arizona,Jamie O'Neal,0,"He promised her a new and better life out in Arizona Underneath the blue never ending sky Swore that he was gonna Get things in order He'd send for her When he left her behind It never crossed her mind There is no Arizona No Painted Desert, no Sedona If there was a Grand Canyon She could fill it up with the lies he's told her But they don't exist, those dreams he sold her She'll wake up and find There is no Arizona She got a postcard with no return address, postmarked Tombstone It said ""I don't know where I'm goin' next but when I do I'll let you know"" May, June, July, she wonders why She's still waiting, she'll keep waiting cause There is no Arizona No Painted Desert, no Sedona If there was a Grand Canyon She could fill it up with the lies he's told her But they don't exist, those dreams he sold her She'll wake up and find There is no Arizona Each day the sun sets into the west Her heart sinks lower in her chest and Friends keep asking when she's going Finally she tells them don't you know There is no Arizona No Painted Desert, no Sedona If there was a Grand Canyon She could fill it up with the lies he's told her But they don't exist, those dreams he sold her She'll wake up and find There is no Arizona He promised her a new and better life Out in Arizona",Country / Rock
These Are My People,Rodney Atkins,0,"Well we grew up down by the railroad tracks Shootin' BBs at old beer cans Chokin' on the smoke from a Lucky Strike Somebody lifted off of his old man We were football flunkies Southern rock junkies Crankin' up the stereos Singin' loud and proud to ""Gimme Three Steps,"" ""Simple Man,"" and ""Curtis Loew"" We were good you know Got some discount knowledge at the junior college Where we majored in beer and girls It was all real funny 'til we ran out of money And they threw us out into the world Yeah the kids that thought they'd run this town Ain't runnin' much of anything Just lovin' and laughin' And bustin' our asses And we call it all livin' the dream And these are my people This is where I come from We're givin' this life everything we've got and then some It ain't always pretty But it's real It's the way we were made Wouldn't have it any other way These are my people Well we take it all week on the chin with a grin Till we make it to a Friday night And it's church league softball, holler 'bout a bad call Preacher breakin' up the fight Then later on at the Green Light Tavern Well everybody's gatherin' as friends And the beers are pourin' till Monday mornin' And we start it all over again And these are my people This is where I come from We're givin' this life everything we've got and then some It ain't always pretty But it's real It's the way we were made Wouldn't have it any other way These are my people We fall down, and we get up We walk proud, and we talk tough We got heart, and we got nerve Even if we are a bit disturbed And these are my people This is where I come from We're givin' this life everything we've got and then some It ain't always pretty But it's real It's the way we were made Wouldn't have it any other way Ah nah These are my people",Country / Rock
These Days,Rascal Flatts,0,"Hey baby, is that you? Wow, your hair got so long Yeah, yeah, I love it, I really do ""Norma Jean"", ain't that the song we'd sing in the car? Driving downtown, top down, making the rounds Checking out the bands on Doheeney Avenue Yeah, life throws you curves But you learned to swerve Me, I swung and I missed and the next thing ya know I'm reminiscing Dreaming old dreams, wishing old wishes Like you would be back again I wake up in teardrops that fall down like rain I put on that old song we danced to and then I head off to my job Guess not much has changed Punch the clock, head for home Check the phone, just in case Go to bed, dream of you That's what I'm doing these days Yeah, that's what I'm doing Someone told me after college, you ran off to Vegas You married a rodeo cowboy Wow, that ain't the girl I knew Me, I've been a few places Mostly here and there, once or twice Still sortin' out life, but I'm doing alright Yeah, it's good to see you too Well, hey girl, you're late And those planes, they don't wait But if you ever come back around his sleepy old town Promise me you'll stop in to see an old friend And until then... I wake up in teardrops that fall down like rain I put on that old song we danced to and then I head off to my job Guess not much has changed Punch the clock, head for home Check the phone, just in case Go to bed, dream of you That's what I'm doing these days These days Baby I wake up in teardrops that fall down like rain I put on that old song we danced to and then I head off to my job Guess not much has changed Punch the clock, head for home Check the phone, just in case Go to bed, dream of you That's what I'm doing these... I wake up in teardrops that fall down like rain I put on that old song we danced to and then I wake up in teardrops that fall down like rain I put on that old song we danced to and then I wake up in teardrops that fall down like rain I put on that old song we danced to and then",Country / Rock
Thieves in the Temple,Prince,1,"Love, come quick Love, come in a hurry There are thieves in the temple, tonight They don't care where they kick Just as long as they hurt you There are thieves in the temple, tonight Love, if you're there, come save me From all this cold despair I can hang when you're around But I'll surely die if you're not there Love, come quick Love, come in a hurry There are thieves in the temple, tonight I feel like they're looking for my soul (Soul) Like a poor man looking for gold (Gold) There are thieves in the temple, tonight Voices from the sky say, ""Rely On your best friend to pull you through"" But even if I wanted to, I couldn't really, truly 'Cause my only friend is you Ooh-ooh-ooh-ooh, come on There are thieves in the temple, tonight Kicking me in my heart Tearing me all apart (Tearing me, tearing me) (Tearing me, tearing me all apart) 'Cause me and you could have been A work of art (Thieves in the temple) Baby, don't you know I'm holding on The best that I can Love, please help me be The better man Better than the thieves (Thieves in the temple) In the temple, tonight Oh, thieves in the temple (Tonight) Tonight, hurt me Love, come quick Love, come in a hurry There are thieves in the temple, tonight (Thieves in the temple) You said you loved me (Thieves in the temple) You said I was your friend (Thieves in the temple) You were supposed to take care of me Love come quick (Thieves in the temple) You lie! Lie! Lie! (Love, come in a hurry) (Thieves in the temple, tonight)",Hip Hop / RnB
Thinkin' About You,Trisha Yearwood,0,"I'm not quite sure what's goin' on But all day through and all night long I've been thinkin' about you I've been thinkin' about you The look in your eyes when you smile that way The sound of your voice sayin' my name I've been thinkin' about you Just keep thinkin' about you This single minded fascination I've got Do you call it love? If you don't then what? All I know is I don't know what you've done And this train of thought ain't about to jump the track that it's on In the back of my mind, there's a secret place But the whole world knows by the smile on my face That I've been thinkin' about you Can't stop thinkin' about you This single minded fascination I've got Do you call it love? Well if you don't then what? All I know is I don't know what you've done And this train of thought ain't about to jump the track that it's on I know it's crazy, callin' you this late When the only thing I wanted to say is I've been thinkin' about you Oh, just keep thinkin' about you Oh, can't stop thinkin about you I'm always thinkin' about you... And I do love thinking about you.....",Country / Rock
Third Rock from the Sun,Joe Diffie,0,"Welcome to Earth, third rock from the sun She walks into Smokey's one hip at a time Like a broken field runner slippin' through the lines He likes the way she looks, so he calls a little wife Says, ""Don't wait up for me, I'll be workin late tonight"" Wife hangs up the phone bursts into tears Calls her sister up and cries ""Get over here!"" Sister tells her boyfriend be back in awhile Boyfriend wants a beer, the store is just a mile He leaves the motor runnin', he'll only be a minute His car drives away with teenagers in it The driver tells his buddies, got one life to live They scream into the night, lets get it over with Cause and effect, chain of events All of the chaos makes perfect sense When you're spinnin' 'round, things come undone Welcome to Earth, third rock from the sun The kid guns the gas, car starts to swerve Heads for a semi-truck, jumps the curb Truck hits a bigboy in the Shoney's parking lot Flies through the air, takes out the bank clock Clock strikes a light pole, transformer sparks Lines go down, town goes dark Waitress calls the cops says she saw it all Swears a giant alien has landed at the mall Cops ring up the mayor, says, ""There's panic in the street Hate to wake you up, but we can't find the chief"" Mayor says, ""Use your head, if he ain't in his car He's hiding from his wife, down at Smokey's bar"" Cause and effect, chain of events All of the chaos makes perfect sense When you're spinnin' 'round, things come undone Welcome to Earth, third rock from the sun Cause and effect, chain of events All of the chaos makes perfect sense When you're spinnin' 'round, things come undone Welcome to Earth, third rock from the sun Welcome to Earth, third rock from the sun Welcome to Earth, third rock from the sun Welcome to Earth, third rock from the sun Welcome to Earth, third rock from the sun",Country / Rock
This,Darius Rucker,0,"Got a baby girl sleeping in my bedroom And her mama laughing in my arms There's the sound of rain on the rooftop And the game's about to start I don't really know how I got here But I'm sure glad that I did And it's crazy to think that one little thing Could've changed all of it Maybe it didn't turn out like I planned Maybe that's why I'm such, such a lucky man For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to This Like the girl that I loved in high school Who said she could do better Or that college I wanted to go to Till I got that letter All the fights and the tears and the heartache I thought I'd never get through And the moment I almost gave up All lead me here to you I didn't understand it way back when But sitting here right now it all makes perfect sense For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to this How I cried when my mama passed away But now I've got an angel looking out for me today So nothing's a mistake For every stoplight I didn't make Every chance I did or I didn't take All the nights I went too far All the girls that broke my heart All the doors that I had to close All the things I knew but I didn't know Thank God for all I missed Cause it led me here to this It led me here to This",Country / Rock
This Is America,Childish Gambino,1,"Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, go, go away Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, go, go away Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, go, go away Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, go, go away We just wanna party Party just for you We just want the money Money just for you (Yeah) I know you wanna party Party just for free Girl, you got me dancin' (Girl, you got me dancin') Dance and shake the frame (Yeah) We just wanna party (Yeah) Party just for you (Yeah) We just want the money (Yeah) Money just for you (You) I know you wanna party (Yeah) Party just for free (Yeah) Girl, you got me dancin' (Girl, you got me dancin', yeah) Dance and shake the frame (Ooh) This is America Don't catch you slippin' now Don't catch you slippin' now Look what I'm whippin' now This is America (Woo) Don't catch you slippin' now Don't catch you slippin' now Look what I'm whippin' now This is America (Skrrt, skrrt, woo) Don't catch you slippin' now (Ayy) Look how I'm livin' now Police be trippin' now (Woo) Yeah, this is America (Woo, ayy) Guns in my area (Word, my area) I got the strap (Ayy, ayy) I gotta carry 'em Yeah, yeah, I'ma go into this (Ugh) Yeah, yeah, this is guerilla (Woo) Yeah, yeah, I'ma go get the bag Yeah, yeah, or I'ma get the pad Yeah, yeah, I'm so cold like, yeah (Yeah) I'm so dope like, yeah (Woo) We gon' blow like, yeah (Straight up, uh) Ooh-ooh-ooh-ooh-ooh, tell somebody You go tell somebody Grandma told me Get your money, Black man (Get your— Black man) Get your money, Black man (Get your—Black man) Get your money, Black man (Get your—Black man) Get your money, Black man (Get your—Black man) Black man This is America (Woo, ayy) Don't catch you slippin' now (Woo, woo, don't catch you slippin' now) Don't catch you slippin' now (Ayy, woah) Look what I'm whippin' now (Slime!) This is America (Yeah, yeah) Don't catch you slippin' now (Woah, ayy) Don't catch you slippin' now (Ayy, woo) Look what I'm whippin' now (Ayy) Look how I'm geekin' out (Hey) I'm so fitted (I'm so fitted, woo) I'm on Gucci (I'm on Gucci) I'm so pretty (Yeah, yeah, woo) I'm gon' get it (Ayy, I'm gon' get it) Watch me move (Blaow) This a celly (Ha) That's a tool (Yeah) On my Kodak (Woo) Black Ooh, know that (Yeah, know that, hold on) Get it (Woo, get it, get it) Ooh, work it (21) Hunnid bands, hunnid bands, hunnid bands (Hunnid bands) Contraband, contraband, contraband (Contraband) I got the plug in Oaxaca (Woah) They gonna find you like ""blocka"" (Blaow) Ooh-ooh-ooh-ooh-ooh, tell somebody America, I just checked my following list, and You go tell somebody You mothafuckas owe me Grandma told me Get your money, Black man (Black man) Get your money, Black man (Black man) Get your money, Black man (Black man) Get your money, Black man (Black man) Black man (1, 2, 3—get down) Ooh-ooh-ooh-ooh-ooh, tell somebody You go tell somebody Grandma told me, ""Get your money"" Get your money, Black man (Black man) Get your money, Black man (Black man) Get your money, Black man (Black man) Get your money, Black man (Black man) Black man You just a black man in this world You just a barcode, ayy You just a black man in this world Drivin' expensive foreigns, ayy You just a big dawg, yeah I kenneled him in the backyard No, probably ain't life to a dog For a big dog",Hip Hop / RnB
This Is How We Do It,Montell Jordan,1,"(Background chatter) This is how we do it! (This is how we do it!) Sha la la la la la lo Shabada lo lo lo, whoa (This is how we do it!) Lo lo lo low-oh-oh This is how we do it It's Friday night, and I feel alright The party is here on the West Side So I reach for my 40 and I turn it up Designated driver, take the keys to my truck Hit the 'shaw cause I'm faded Honies in the street say, ""Monty, yo, we made it!"" It feels so good in my hood tonight The summertime skirts and the guys in Kani All the gangbangers forgot about the drive-by You gotta get your groove on, before you go get paid So tip up your cup and throw your hands up And let me hear the party say I'm kinda buzzed and it's all because (This is how we do it) South Central does it like nobody does (This is how we do it) To all my neighbors, you got much flavor (This is how we do it) Let's flip the track, bring the old school back (this is how we do it) This is how we do it, all hands are in the air And wave them from here to there If you're an O.G. mack or a wannabe player You see the hood's been good to me Ever since I was a lower-case g But now I'm a big G The girls see I got the money Hundred-dollar bills, y'all If you were from where I'm from then you would know That I gotta get mine in a big black truck You can get yours in a '64 Whatever it is, the party's underway So tip up your cup and throw your hands up And let me hear the party say... I'm kinda buzzed and it's all because (This is how we do it) South Central does it like nobody does (This is how we do it) To all my neighbors you got much flavor (This is how we do it) Let's flip the track, bring the old school back (This is how we do it) I'm kinda buzzed and it's all because (This is how we do it) South Central does it like nobody does (This is how we do it) Y?N-Vee, SCC (This is how we do it) I'll never come wack on an old school track (This is how we do it) Check it out! Once upon a time in '94 Montell made no money and life sure was slow All they said was 6' 8"" he stood And people thought the music that he made was good There lived a D.J. and Paul was his name He came up to Monty, this is what he said You and Oji are gonna make some cash Sell a million records and we're makin' tha dash Ohh, I'm buzzin' because... (This is how we do it) South Central does it like nobody does (This is how we do it) To all my neighbors you got much flavor (This is how we do it) I'll never come wack on an old school track (This is how we do it) I'm kinda buzzed and it's all because (This is how we do it) South Central does it like nobody does (This is how we do it) Oh, it's party time! (This is how we do it) Straight up comin' from the West Side (This is how we do it) OG's got the flavor, yeah (This is how we do it) And Monty does it like nobody does (This is how we do it) C'mon now, Def Jam, you know what it is (This is how we do it) Yo Montell, this Percy, man The barber, your barber Man I'm sitting up here listening to ya tape, dude And this shit is on, man You gon' make it, fool Keep on doing what you doing, man My phone number is area code Nine oh nine, zero, eighty- Gimme a call, man We getting ready to step out to the Fox Hills Mall right now But, uh It's Monday morning, about a quarter to eleven, peace",Hip Hop / RnB
This Is How We Roll,Florida Georgia Line,0,"The mixtapes got a little Hank, little Drake A little somethin' bumpin', thumb thumpin' on the wheel right The mix in our drinks, a little stronger than you think So get a grip, take a sip of that feel right Trucks jacked up, flat bills flipped back Yeah, you can find us where the party's at This is how we roll, whoa, whoa We hangin' 'round, singin' down everything on the radio Whoa, whoa We light it up with our hands up This is how we roll, this is how we do We're burning down the night, shootin' bullets at the moon, baby This is how we roll, whoa, whoa Yeah, baby, this is how we roll We rollin' into town with nothin' else to do We take another lap around Yeah, holla at your boy if you need a ride If you roll with me, yeah, you know we rollin' high Up on them 37 Nittos, windows tinted, hard to see though How fresh my baby is in the shotgun seat oh Them kisses are for me though, automatic like a free throw This life I live, it might not be for you, but it's for me though (Let's roll!) This is how we roll, whoa, whoa We hangin' 'round, singin' down everything on the radio Whoa, whoa We light it up with our hands up This is how we roll, this is how we do When the world turns ugly, I just turn and look at you, baby This is how we roll, whoa And we gonna sing it to 'em Yeah, we're proud to be young We stick to our guns We love who we love and we wanna have fun Yeah, we cuss on them Mondays And pray on them Sundays Pass it around and we dream about one day 'Cause this is how we roll... (Come on, yall) We hangin' 'round, singin' out everything on the radio, whoa, whoa (Get your hands up, get your hands up, get your hands up) We light it up with our hands up (Aww, yeah) This is how we roll, this is how we ride We slangin' up the mud, cuttin' through the country side, baby This is how we roll, whoa, whoa Yeah, this is how we roll (This is how we roll) (Yeah, baby, yeah, we'll be, lets go) (Yeah, this is how we roll) This how we roll This is how we do We burnin' down the night, shootin' bullets at the moon (Aww, yeah) Baby, this is how we roll, whoa, whoa (BK, Tyler) (One more time boys, let’s go) Yeah, this is how we roll (This is how we roll, whoa, whoa)",Country / Rock
This Is It,Scotty McCreery,0,"Way up in the mountains, four thousand feet high There's a trail through the trees to a cliff where Carolina meets the sky Oh, and there's a view I just can't describe No, we're not there yet, just a few more steps, baby wait Okay, you can open your eyes This is it, this is now, this is what I've been talking 'bout Looking out, can't you see forever? Take my hand, just take it in This is a moment we won't forget On top of the world, here, together If there ever was a time for a perfect kiss, this is it Girl, I know that you've been waiting and talking to your friends Wondering if and wondering where and wondering when Well, I've been waiting too, holding on to this ring For the right words to say, for the right time and place, for me to get on one knee This is it, this is now, this is what I've been talking 'bout Looking out, can't you see forever? Take my hand, just take it in This is a moment we won't forget On top of the world here together If there ever was a time for a perfect kiss, well this is it This is it Now you're walking down the aisle And I can't help but smile This is it, this is now, it's what I've been talking 'bout Looking out, I can see forever So take my hand, just take it in (Take it in) This is a moment we won't forget (Won't forget) On top of the world, here, together Surrounded by our family and our friends If there ever was a time for a perfect kiss This is it Yeah, this is it",Country / Rock
