song	artist	hip_hop_rnb	lyrics
Shower Me With Your Love	Surface	1	My heart is filled with so much love And I need someone I can call my own To fall in love, that's what everyone's dreaming of I hold this feeling, oh, so strong Life is too short to live alone Without someone to call my own I will care for you, you will care for me Our love will live forever Shower me with your love Shower me with the love that I long for Shower me with your love Shower me with the love I've been waiting for I close my eyes and pray all my wishes come true Every night I go to sleep Until you're mine, I'll wait for you endlessly Can't you see Fairy tales, they do sometimes come true If you believe, it could happen to you Like the stars that shine way up in the sky Our love will live forever Shower me with your love Shower me with the love that I long for Shower me with your love Shower me with the love I've been waiting for Like the stars that shine way up in the sky Our love will live forever Live forever Shower me with your love Shower me with the love that I long for Shower me with your love Shower me with the love I've been waiting for Shower me with your love Shower me with the love I've been waiting for
Sicko Mode	Travis Scott	1	Astro, yeah Sun is down, freezin' cold That's how we already know, winter's here My dawg would probably do it for a Louis belt That's just all he know, he don't know nothin' else I tried to show 'em, yeah I tried to show 'em, yeah, yeah Yeah, yeah, yeah Goin' on you with the pick and roll Young La Flame, he in sicko mode (Woo) Made this here with all the ice on in the booth At the gate outside, when they pull up, they get me loose Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes This shit way too big, when we pull up, give me the loot (Gimme the loot!) Was off the Remy, had a Papoose Had to hit my old town to duck the news Two-four hour lockdown, we made no moves Now it's 4 AM and I'm back up poppin' with the crew I just landed in, Chase B mixes pop like Jamba Juice Different colored chains, think my jeweler really sellin' fruits And they chokin', man, know the crackers wish it was a noose Some-Some-Some-Someone said To win the retreat, we all in too deep Play-Play-Playin' for keeps, don't play us for weak (Someone said) To win the retreat, we all in too deep Play-Play-Playin' for keeps, don't play us for weak Yeah, this shit way too formal, y'all know I don't follow suit Stacey Dash, most of these girls ain't got a clue All of these hoes I made off records I produced I might take all my exes and put 'em all in a group Hit my eses, I need the bootch 'Bout to turn this function to Bonnaroo Told her, ""Hop in, you comin' too"" In the 305, bitches treat me like I'm Uncle Luke (Don't stop, pop that pussy!) Had to slop the top off, it's just a roof, uh She said, ""Where we goin'?"" I said, ""The moon"" We ain't even make it to the room She thought it was the ocean, it's just the pool Now I got her open, it's just the Goose Who put this shit together? I'm the glue Someone said Shorty FaceTimed me out the blue Someone said Play-Playin' for keeps Someone said, mother****, someone said Don't play us for weak Yeah! Astro, yeah, yeah (Tay Keith, fuck these niggas up!) Ayy, ayy She's in love with who I am Back in high school, I used to bus it to the dance (Yeah) Now I hit the FBO with duffels in my hands I did half a Xan, thirteen hours 'til I land Had me out like a light, ayy, yeah Like a light, ayy, yeah Like a light, ayy, slept through the flight, ayy Knocked for the night, ayy 767, man, this shit got double bedroom, man I still got scores to settle, man I crept down the block (Down the block) Made a right (Yeah, right) Cut the lights (Yeah, what?), paid the price (Yeah) Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?) Nothin' nice (Yeah), baguettes in my ice (Aw, man) Jesus Christ (Yeah), checks over stripes (Yeah) That's what I like (Yeah), that's what we like (Yeah) Lost my respect, you not a threat When I shoot my shot, that shit wetty like I'm Sheck (Bitch) See the shots that I took (Ayy), wet like I'm Book (Ayy) Wet like I'm Lizzie I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?) Like where is he? (Yeah, what?) No one seen him (Yeah, yeah) I'm tryna clean 'em (Yeah) She's in love with who I am Back in high school, I used to bus it to the dance Now I hit the FBO with duffels in my hands (Woo) I did half a Xan, thirteen hours 'til I land Had me out like a light (Like a light) Like a light (Like a light) Like a light (Like a light) Like a light Yeah, passed the dawgs a celly Sendin' texts, ain't sendin' kites, yeah He said, ""Keep that on lock"" I say, ""You know this shit, it's stife,"" yeah It's absolute, yeah (Yeah), I'm back, reboot (It's lit) LaFerrari to Jamba Juice, yeah (Skrrt, skrrt) We back on the road, they jumpin' off, no parachute, yeah Shorty in the back She said she workin' on her glutes, yeah (Oh my God) Ain't by the book, yeah, this how it look, yeah 'Bout a check, yeah (Check), just check the foots, yeah Pass this to my daughter, I'ma show her what it took (Yeah) Baby mama cover Forbes, got these other bitches shook Yeah
Sideways	Dierks Bentley	0	Hey girl, what's your name? It's so loud in here I can't hear a thing But I sure do like your style And I can see you came to rock In your blue jeans and white tank top; Man that look drives me wild And it's hey now here we go D-j don't you play nothing slow Keep those girls out on the floor Gotta make them want to come back for more Been here since the sun went down Be here when it comes back around Worked all week it's time to play Gonna get a little bit sideways... Sideways Ain't no need to fight You all take that redneck stuff outside That's what parking lots are for Once you're out you ain't coming back The man on the ropes ain't got no slack Man they're busting down the door! That's right Hey now here we go (hey now here we go) D-j don't you play nothing slow Got to make them want to (what?) Got to make them want to (what?) Got to make them want to come back for more Hey now here we go D-J don't you play nothing slow Keep those girls out on the floor Gotta make them want to come back for more Been here since the sun went down Be here when it comes back around Worked all week it's time to play Going to get a little bit sideways (na na na na na) Sideways...sideways...sideways Hey girl what's your name? It's so loud in here I can't hear a thing
Simple	Florida Georgia Line	0	The way your fingers fit in mine It's five plus five, not rocket science This day in time, that's hard to find, it's true The road we're on ain't a traffic jam It's a Sunday drive on a piece of land It's paradise as long as I'm with you It's like one, two, three Just as easy as can be Just the way you look at me, you make me smile Ain't no need to complicate it We both know that's overrated We've been there, it's safe to say it ain't our style It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can be We used to live on Instagram Worry 'bout who all gives a damn 'Bout where we've been and where we ended up Then I met you and you met me And all the rest is history An epiphany that all we need is us It's like one, two, three Just as easy as can be Just the way you look at me, you make me smile Ain't no need to complicate it We both know that's overrated We've been there, it's safe to say it ain't our style We're just simple like a six string The way this world was meant to be Like laughin', love, make a lot out of a little It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can be Ain't no need to complicate it We both know that's overrated We've been there, it's safe to say it ain't our style, yeah It's like one, two, three Just as easy as can be Just the way you look at me, you make me smile Ain't no need to complicate it We both know that's overrated We've been there, it's safe to say it ain't our style We're just simple like a six string The way this world was meant to be Like laughin', love, make a lot out of a little It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can be It's just that simple, S-I-M-P-L-E Simple as can be
Single White Female	Chely Wright	0	I know that every morning you go thumbing Through the personal want ads You grab the latest copy, a cup of coffee And settle in for a good laugh I've been trying to catch your eye but I'm so shy I'm hoping and praying that Today's edition is gonna catch your attention Cause there's a Single white female Looking for that special lover To put it in a nutshell A one women man who doesn't want no other Oh, you never can tell She just might be your dream come true A single white female Is looking for a man like you Yeah, I'm a little nervous I'm not sure if I shoulda put it in writing It might have been a little reckless, a little desperate But I think I did the right thing I couldn't go on living keep it hidden So I'm telling you everything It's my confession I hope you get the message There's a It's my confession I hope you get the message Looking for a man like you Looking for a man like you
Singles You Up	Jordan Davis	0	I ain't heard you laugh like that in a long time I wonder if you stopped his world like you did mine just now I see you sippin' white wine instead of whiskey And does he want you to be just a little more city? Well, I'm sorry if I'm overstepping boundaries I don't mean to be, but I've just got to tell you how I feel If he ever singles you up, if he's ever stupid enough I'ma be the first one calling you baby (Baby) If he ain't holding you tight, if he ain't treating you right I'ma be the first one calling him crazy (Crazy) 'Cause girl, it's just a matter of time until you find That the right guy's staring you back into your eyes, right now No rush, but if he ever singles you up He hasn't even looked your way since you walked in (Walked in) But I can't help it that I can't take my eyes off of you Your favorite song just came on and me and you were singing along (Singing along) And he don't even know a single word If he ever singles you up, if he's ever stupid enough I'ma be the first one calling you baby (Baby) If he ain't holding you tight, if he ain't treating you right I'ma be the first one calling him crazy (Crazy) 'Cause girl, it's just a matter of time until you find That the right guy's staring you back into your eyes, right now No rush, but if he ever singles you up If he ever singles you up I'ma be the first to call baby Sorry if I'm overstepping boundaries I don't mean to be, but I've just got to tell you how I feel If he ever singles you up, if he's ever stupid enough I'ma be the first one calling you baby (Baby) If he ain't holding you tight, if he ain't treating you right I'ma be the first one calling him crazy (Crazy) 'Cause girl, it's just a matter of time until you find That the right guy's staring you back into your eyes, right now No rush, but if he ever singles you up Oh, if he ever singles you up If he ever singles you up
Sippin' on Fire	Florida Georgia Line	0	Girl, you melt me like ice in whiskey With those blue flame looks that you give me You can't hide what's inside And it's killing me right now to see you wanna slip off with me again Why should we go 'round and 'round the truth, like we've been doin'? Every time we lie, girl, we're losin' So why should we spend Saturday night alone When I can call you on the phone, pick you up Make it up as we go along Pull an all nighter, chasin' that desire Sparks flyin' in her eyes like lighters (Like lighters) Get a little higher (Get a little higher) Sippin' on fire (Sippin' on fire) You act like you don't know what you're missin' Every time you end up back with him 'Cause it's safe, and you're scared Of everything you're feelin' when we're burnin' the midnight down again Why should we go 'round and 'round the truth, like we've been doin'? Every time we lie, girl, we're losin' So why should we spend Saturday night alone When I can call you on the phone, pick you up Make it up as we go along Pull an all nighter, chasin' that desire Sparks flyin' in her eyes like lighters (Like lighters) Get a little higher (Get a little higher) Sippin' on fire (Sippin' on fire) Every goodbye is bittersweet So why should we fight what we both need? And why should we go 'round and 'round the truth, like we've been doin'? Every time we lie, girl, we're losin' So why should we spend Saturday night alone When I can call you on the phone, pick you up Make it up as we go along Pull an all nighter, chasin' that desire Sparks flyin' in her eyes like lighters (Like lighters) Get a little higher (Get a little higher) Sippin' on fire (Sippin' on fire) Girl, you melt me like ice in whiskey With those blue flame looks that you give me You can't hide what's inside And it's killin' me right now to see you wanna slip off with me
Sittin' on Go	Bryan White	0	I'm waiting on the green light to make you mine But your heart's just taking it's own sweet time You want to be sure if you'll sink or swim Well, grab a hold of me and just jump on in You're playing it safe But baby I'll wait Chorus: Ooh, whenever you're ready I could be yours in a second or so Ooh, baby come and get me My heart's sitting on go Ooh, it's off to the races All you've gotta do is let me know Ooh, I'm ready and waiting My heart's sitting on go You oughta give in now instead of resisting 'Cause I'm not above a little arm twisting I'm betting it's only a matter of time Before you and me are standing at the finish line You're having your doubts But you'll come around (repeat chorus) You're playin' it safe But baby I'll wait (repeat chorus)
Sixteen	Thomas Rhett	0	""Take a left here, boy, take it slow Don't get distracted by that radio"" I just rolled my eyes and I said, ""Daddy, I know I'm fifteen, I ain't green like some ol' ten year old"" What I wouldn't give to be sixteen, wild and free Cruisin' up and down Main in my F-150 Roll the windows down, bass too loud from this burnt CD I'll be right where I wanna be when I'm sixteen, sixteen, yeah Sixteen Now that I can drive, finally feel alive, but I got this curfew Sneakin' in late, smelling like my girlfriend's perfume People talkin' 'bout college and knowledge and that's alright But all I'm thinkin' 'bout is an unsupervised Saturday night What I wouldn't give to be eighteen, wild and free Buzzin' off a can of that Grizzly wintergreen Lookin' old enough to pull off this fake ID I'll be right where I wanna be when I'm eighteen, eighteen Eighteen, yeah I'm old enough to smoke, I'm old enough to vote But they turn me away when I go to the Cotton-Eyed Joe They say the grass is always greener, and I believe that's right But my friends are off to Vegas, and they're leavin' me behind What I wouldn't give to be twenty one, wild and free Open up a cold one and drink it legally Chase a bunch of girls, go see the world, let my wild streak run I'll be right where I wanna be when I'm twenty one, twenty one Woah, when I'm twenty one Yeah, when I'm twenty one, it'll be alright Yeah, it'll all be alright when I'm twenty one Now I'm twenty five, and I'm drinkin' wine with my wife at home Got a couple dogs and a couple songs on the radio And we sit around, and we laugh about how we used to be When all we cared about was turning sixteen
Slither	Velvet Revolver	0	(Hey) (Hey) (Hey) When you look, you see right through me Cut the rope, fell to my knees Born and broken every single time Always keep me under finger That's the spot where you run to me Might see some type of pleasure in my mind Yeah, here comes the water It comes to wash away the sins of you and I This time, you see (Hey) (Hey) (Hey) When you seek me, you destroy me Rape my mind and smell the poppies Born and bloodied every single time Always keep me under finger That's the spot where you might linger But I see some type of pleasure in my mind Yeah, here comes the water It comes to wash away the sins of you and I This time, you see Like holy water It only burns you faster than you'll ever dry This time, with me When you look you see right through me Cut the rope, fell to my knees Born and Bloodied Every single time Yeah, here comes the water It comes to wash away the sins of you and I This time, you see Like holy water It only burns you faster than you'll ever dry This time, with me (Hey) (Hey) (Hey)
Slow Dance (Hey Mr. DJ)	R. Kelly and Public Announcement	1	Slow dance, slow Slow dance, slow dance Slow, slow Hey, Mr. DJ Why don’t you slow this party down The ladies in here are fly And there’s one who’s caught my eye I wanna pull her close to me And whisper sweet things in her ear, oh, yeah 'Cause tonight I’m full of fire, baby And you’re the only one my heart desires You’re the only one I wanna slow dance with (Girl, you’re the only one, hey Mr. DJ, why don’t you slow this party down) You’re the only one I wanna slow dance with (Ooh, let the record spin, now baby, take my hand, oh) Let the music play 'Cause I wanna get it on Put your arms around me, baby And let’s start a slow grind, grind I’m gonna rock and roll and rock it all night long, baby, baby What you’re giving me is a feeling so strong, so strong Feel my nature rise, girl I’m gonna make you feel good tonight, you’re the only one You’re the only one I wanna slow dance with (I wanna slow dance with you, baby, DJ, let the record spin around real nice and slow, yeah) You’re the only one I wanna slow dance with (Baby, let’s slow dance, right now, all you gotta do is take my hand and let me, woo) Let me lead you to the middle of the floor, oh baby I’ll put my arms around you and I won’t let go Slow, oh, oh You’re the only one I wanna slow dance with (With you and only you, hey girl, come and take my hand) You’re the only one I wanna slow dance with (Run and tell the DJ to put a nickel on the needle so the record won’t budge) See, it’s one o’clock in the morning And the party’s just beginnin’, yeah And I wanna slow dance with you, baby, before the night is through See, I’ve been watchin’ you And I know you’ve been watching me, too
Small Town Boy	Dustin Lynch	0	I'm a dirt road in the headlights I'm a mama's boy, I'm a fist fight Kinda county line, kinda cold beer Little hat down, little John Deere I kinda give a damn I kinda don't care You see that girl standing right there She loves a small town boy like me She's my ride or die baby She's my cool, she's my crazy She's my laid back in the front seat She's my with me to the end girl I'm turning it up to ten girl She can have anybody that she wants Or be anywhere she wants to be She loves a small town boy like me She likes my T-shirt She likes my old boots Likes to slow dance to some old school She'll take a full moon over those city nights And I ain't scared to get all up in them bright lights Yeah, I can smooth it out I can stick it up I guess that's why she can't get enough of A small town boy like me She's my ride or die baby She's my cool, she's my crazy She's my laid back in the front seat She's my with me to the end girl I'm turning it up to ten girl She can have anybody that she wants Or be anywhere she wants to be She loves a small town boy like me She loves a small town boy like me, yeah Yeah, I'm her sure thing I'm her go to I'm her rock solid She ain't gon' ever lose a- Small town boy like me I'm her ride or die baby I'm her cool, I'm her crazy I'm her laid back in the front seat I'm so with you till the end girl Let's turn it up to ten girl She can have anybody that she wants Or be anywhere she wants to be She loves a small town boy like me She's my ride or die baby She's my cool, she's my crazy She's my laid back in the front seat She's my with me to the end girl I'll turn it up to ten girl She can have anybody that she wants Or be anywhere she wants to be She loves a small town boy like me She loves a small town boy like me Yeah, she loves a small town boy like me
Small Town Southern Man	Alan Jackson	0	Born the middle son of a farmer And a small town Southern man Like his daddy's daddy before him Brought up working on the land Fell in love with a small town woman And they married up and settled down Natural way of life if you're lucky For a small town Southern man First there came four pretty daughters For this small town Southern man Then a few years later came another A boy, he wasn't planned Seven people living all together In a house built with his own hands Little words with love and understanding From a small town Southern man And he bowed his head to Jesus And he stood for Uncle Sam And he only loved one woman He was always proud of what he had He said his greatest contribution Is the ones you leave behind Raised on the ways and gentle kindness Of a small town Southern man Callous hands told the story For this small town Southern man He gave it all to keep it all together And keep his family on his land Like his daddy, years wore out his body Made it hard just to walk and stand You can break the back But you can't break the spirit Of a small town Southern man And he bowed his head to Jesus And he stood for Uncle Sam And he only loved one woman He was always proud of what he had He said his greatest contribution Is the ones you leave behind Raised on the ways and gentle kindness Of a small town Southern man Finally, death came calling For this small town Southern man He said it's alright 'cause I see angels And they got me by the hand Don't you cry, and don't you worry I'm blessed, and I know I am 'Cause God has a place in Heaven For the small town Southern man And he bowed his head to Jesus And he stood for Uncle Sam And he only loved one woman He was always proud of what he had He said his greatest contribution Is the ones you leave behind Raised on the ways and gentle kindness Of a small town Southern man Raised on the ways and gentle kindness Of a small town Southern man
Small Town USA	Justin Moore	0	A lot of people called it prison when I was growin' up But these are my roots and this is what I love 'Cause everybody knows me and I know them And I believe that's the way we were supposed to live I wouldn't trade one single day here in small town USA Give me a Saturday night my baby by my side A little Hank Jr. and a six-pack of light Old dirt road and I'll be just fine Give me a Sunday mornin' that's full of grace A simple life and I'll be okay Here in small town USA Around here we break our backs just to earn a buck We never get ahead but we have enough I watch people leave and then come right back I never wanted any part of that I'm proud to say that I love this place Good ol' small town USA Give me a Saturday night my baby by my side David Allen Coe and a six-pack of light Old dirt road and I'll be just fine Give me a Sunday mornin' that full of grace A simple life and I'll be okay Here in small town USA Oh yeah I wouldn't trade one single day I'm proud to say I love this place Give me a Saturday night my baby by my side Sweet Home Alabama and a six-pack of light Old dirt road and I'll be just fine Give me a Sunday mornin' that full of grace A simple life and I'll be okay Yeah I'll be okay Here in small town USA Oh yeah small town USA
Smile	Lonestar	0	I still remember the night we met You said you loved my smile But your love for me was like a summer breeze Oh, it lasted for a while I could hold on a little tighter I know But when you love someone you gotta let 'em go so I'm gonna smile, 'cause I want to make you happy Laugh, so you can't see me cry I'm gonna let you go in style And even if it kills me I'm gonna smile Kiss me once for the good times, baby Kiss me twice for goodbye You can't help how you don't feel And it doesn't matter why Give me a chance to bow out gracefully 'Cause that's how I want you to remember me I'm gonna smile, 'cause I want to make you happy Laugh, so you can't see me cry I'm gonna let you go in style And even if it kills me I'm gonna smile I'm gonna smile so you can find the courage Laugh, so you won't see me hurtin' I'm gonna let you go in style And even if it kills me I'm gonna smile
Smoke	A Thousand Horses	0	She comes rolling right off the tip of my tongue so easy She'll be the first damn thing I want when I start drinking I'm breathing her in, breathing her out, once I pick her up I can't put her down She's smoke I pull her in nice and slow She's a habit and I can't let go Blowing rings around my heart The one she stole Watching her sway and go It's killing me and I know Can't stop her once you start She's smoke She'll go floating around like a downtown ballroom gypsy She goes great with ice cold beer or a shot of whiskey Put one in my hand, her on my lips Man, that's as good as it gets She's smoke I pull her in nice and slow She's a habit and I can't let go Blowing rings around my heart The one she stole Watching her sway and go It's killing me and I know Can't stop her once you start She's smoke When the night burns out And we all go home Smell of sweet perfume All over your clothes Like smoke, ooh, ooh Like smoke ooh, ooh She's smoke I pull her in nice and slow She's a habit and I can't let go Blowing rings around my heart The one she stole Watching her sway and go It's killing me and I know Can't stop her once you start She's smoke She's smoke When the night burns out And we all go home Smell of sweet perfume All over your clothes She's smoke, ooh, ooh She's smoke, ooh, ooh
Smooth Operator	Big Daddy Kane	1	Well excuse me, take a few minutes, to mellow out Big Daddy Kane is on the mic and I'mma tell about A minimum length, of rhymes of strength And power, so listen to the man of the hour Flow and go to a slow tempo and you know Sing ho, swing low, then yo the show Will go on, as I perform Transformin' on stage like a Decepticon But I'm not animated like a cartoon I'm for real, shootin' lyrics like a harpoon Across the crowd, the listeners, the spectators So let's groove with the smooth operator ""Cause I'm so smooth..."" The B-I-G, D-A-double-D-Y-K-A-N-E I'm good and plenty, servin' many and any Competition, wishin' for an expedition I'm straight up dissin' and dismissin', listen Rappers act so wild, and love to profile Frontin' hard but they ain't got no style I give nightmares to those who compete Freddy Krueger, walkin' on Kane Street Confuse and lose abuse and bruise the crews Who choose to use my name wrong, they pay dues Destruction from the exterminator But in a calm manner, cause I'm a smooth operator ""Cause I'm so smooth..."" Now girls step up to this One simple kiss, and it's over, miss Sold to nice dreamers, high as the price seem Girlfriend, you been scooped like ice cream So just swing or fling a gathering, try to cling Cause It's a Big Daddy Thing And I'm lovin' 'em right, word is bond So just play Marvin Gaye and Let's Get It On I make it real good like Dr. Feelgood To make sure that my point is understood That when it comes to this there's none greater Sincerely yours... the smooth operator ""Cause I'm so smooth..."" Now ain't that the pot callin' the kettle black Sayin' I'm a new jack, you need to be smacked The smooth way I say 'em and the way I display 'em To make them sound different in a way that's gifted And hey I'm, makin sure every lyric is done fine And I make one line, bright as the sunshine Attack you like Robitussin on a cough If you know like I know -- step off Competition, I'mma get rid of You can't get a bit of, so just consider A break or rest, vacation, hibernation And make way for my smooth operation I'm a smooth operator ""Cause I'm so smooth..."" Ahhhhh yeahhh, and you don't stop Genuine for '89 And I still ain't half-steppin, peace!
So Far Away	Staind	0	This is my life It's not what it was before All these feelings I've shared And these are my dreams That I'd never lived before Somebody shake me, 'cause I I must be sleeping And now that we're here, it's so far away All the struggle we thought was in vain And all the mistakes one life contained They all finally start to go away And now that we're here, it's so far away And I feel like I can face the day And I can forgive, and I'm not ashamed To be the person that I am today And these are my words That I've never said before I think I'm doing okay And this is the smile That I've never shown before Somebody shake me 'cause I I must be sleeping Now that we're here, it's so far away All the struggle we thought was in vain And all the mistakes one life contained They all finally start to go away And now that we're here, it's so far away And I feel like I can face the day And I can forgive, and I'm not ashamed To be the person that I am today I'm so afraid of waking Please don't shake me Afraid of waking Please don't shake me Now that we're here, it's so far away All the struggle we thought was in vain All the mistakes one life contained They all finally start to go away And now that we're here, it's so far away And I feel like I can face the day I can forgive, and I'm not ashamed To be the person that I am today
So Gone	Monica	1	So gone over you, you, you, you Yeah, new Monica Woo Silly of me (Uh-huh), devoted so much time To find you unfaithful, boy I nearly lost my mind (Woo) Drive past your house every night (Uh) In an unmarked car (Uh-huh) Wonderin' what she had on me to make you break my heart (Yeah) You make me feel You make me feel, I'm so gone So unreal You make me feel You make me feel Oh, and I love to love you, baby So unreal Nights I couldn't sleep Ah, you let the sun beat you home (Uh-huh) I ask myself over again What am I doin' wrong To make you stay out all night (Uh-huh) and not think to call? What does she have over me (Uh-huh) To make you not think to call home? You make me feel You make me feel, I'm so gone So unreal You make me feel You make me feel Oh, and I love to love you, baby So unreal Listen boy, I'm a rowdy chick Sometimes I have to fight 'cause my mouth too slick Baby, why you doin' me like I ain't worth shit? Make me wanna ride past your house and sit Kick down your doors and smack your chick Just to show you Monica not havin' that So in love with you like a drug habit get (So unreal) You treat me so unreal What she do, I do better (Uh-huh) What she did to make you love her? (What did she do?) Is it real or forever? Ohh (Is it real)? Baby, please can we stay together? What she do, I do better (Yeah, yeah, yeah, yeah, ooh) What she did to make you love her? Is it real or forever? (Is it real?) Baby, please, can we stay together? Whoa, and I love to love you, baby Whoa, and I love to love you, baby Whoa, and I love to love you, baby (Ooh-ooh, ooh) Whoa, and I love to love you, baby Whoa, and I love to love you, baby Whoa, and I love to love you, baby Just to show you Monica, not havin' it You make me feel You make me feel, I'm so gone So unreal You make me feel You make me feel Oh, and I love to love you, baby So unreal Said that I need you I don't really need you Said that I need you (Ooh-ooh, ooh) Said that I need you I don't really need you Said that I need you You treat me so unreal
So Much for Pretending	Bryan White	0	Straight out of some story You walked in, in all your glory I thought you were perfect for me I was out of my mind Looked like I was winning It was the best love I'd ever been in Just when we were beginning The end--you left me behind And I was looking forward to a happy ending So much for pretending I should have known better Than to think of happy ever After--you and me together I was out of my league I kept my heart hidden And now I'm wishing that I didn't Oh who am I kidding You weren't even intrigued And I was looking forward to a happy ending So much for pretending It could have been beautiful If I'd only met you If I'd only let you know What you meant to me And if I could I would Give you a demonstration Of how my imagination Thought it ought to be So much for pretending Ooh yeah, pretending...pretending So much for pretending
So Small	Carrie Underwood	0	Yeah, yeah What you got if you ain't got love? The kind that you just wanna give away It's okay to open up Go ahead and let the light shine through I know it's hard on a rainy day You wanna shut the world out and just be left alone But don't run out on your faith 'Cause sometimes that mountain you've been climbin' is just a grain of sand And what you've been out there searchin' for forever is in your hands And when you figure out love is all that matters after all It sure makes everything else Seem so small It's so easy to get lost inside A problem that seems so big at the time It's like a river that's so wide It swallows you whole While you're sittin' 'round thinkin' 'bout what you can't change And worrying about all the wrong things Time's flyin' by, movin' so fast You better make it count 'cause you can't get it back Sometimes that mountain you've been climbin' is just a grain of sand And what you've been out there searchin' for forever is in your hands Oh, and when you figure out love is all that matters after all It sure makes everything else Seem so small Yeah, yeah, yeah, yeah, yeah Sometimes that mountain you've been climbin' is just a grain of sand And what you've been out there searchin' for forever is in your hands Oh, and when you figure out love is all that matters after all It sure makes everything else Oh, it sure makes everything else Seem so small Yeah, yeah
So You Like What You See	Samuelle	1	Get with the program! Get with the program! Get with the program! Everyday now i can feel you watching me from afar And you been leavin' those love letters on my car (everyday) So now i wonder - why you're so into me in such a way That you've got to take your spare time to chase after me (punishing) Chorus: So you like what you see? You better put a hold on me So you like what you see? You better put a hold on me The problem, baby I'm not used to girls to shy (talk to me) Now i'm impressed by sweet young ladies on a mission To please their guy So why, young lady, fall short of getting me? About awhile Now it's time you get with the program and learn to leave Forcefully Chorus 2x Intermission Chorus until fade
Sold (The Grundy County Auction Incident)	John Michael Montgomery	0	Well I went down to the Grundy County Auction Where I saw something I just had to have My mind told me I should proceed with caution But my heart said go ahead and make a bid on that And I said hey pretty lady won't you gimme a sign I'd give anything to make you mine all mine I'll do your biddin' and be at your beck and call Yeah I've never seen anyone lookin' so fine Man I gotta have her she's a one of a kind I'm goin' once, goin' twice I'm sold on the lady in the second row She's an eight, she's a nine, she's a ten I know She's got ruby red lips, blond hair, blue eyes And I'm about to bid my heart goodbye Well the auctioneer was goin' 'bout a mile a minute He was takin' bids and callin' them out loud And I guess I was really gettin' in it Cause I just shouted out above the crowd And I said hey pretty lady won't you gimme a sign I'd give anything to make you mine all mine I'll do your biddin' and be at your beck and call Yeah I've never seen anyone lookin' so fine Man I gotta have her, she's a one of a kind I'm goin' once, goin' twice I'm sold on the lady in the long black dress Well she won my heart it was no contest With her ruby red lips, blond hair, blue eyes Well I'm about to bid my heart goodbye Yeah we found love on the auction block And I hauled her heart away Now we still love to laugh about The way we met that day When I said hey pretty lady won't you gimme a sign I'd give anything to make you mine all mine I'll do your biddin' and be at your beck and call Yeah I've never seen anyone lookin' so fine Man I gotta have her she's a one of a kind I'm goin' once, goin' twice I'm sold on the lady in the second row She's an eight, she's a nine, she's a ten I know She's got ruby red lips, blond hair, blue eyes And I'm about to bid my heart goodbye
Some Beach	Blake Shelton	0	Driving down the interstate Running thirty minutes late Singing Margaritaville and minding my own Some foreign car driving dude with the road rage attitude Pulled up beside me talking on his cell phone He started yelling at me like I did something wrong He flipped me the bird and then he was gone Some beach, somewhere There's a big umbrella casting shade over an empty chair Palm trees are growing and a warm breezes a blowing I picture myself right there On some beach, somewhere I circled the parking lot trying to find a spot Just big enough I could park my old truck A man with a big cigar was getting into his car I stopped and I waited for him to back up But from out of nowhere a Mercedes Benz Came cruising up and whipped right in Some beach, somewhere There's nowhere to go when you got all day to get there There's cold margaritas and hot señioritas smiling with long dark hair On some beach, somewhere I sat in that waiting room It seemed like all afternoon The nurse finally said doc's ready for you You’re not going to feel a thing we'll give you some Novocain That tooth will be fine in a minute or two But he stuck that needle down deep in my gum And he started drilling before I was numb Some beach, somewhere There's a beautiful sunset burning up that atmosphere There's music and dancing and lovers romancing In the salty evening air On some beach, somewhere On some beach, somewhere
Some Girls Do	Sawyer Brown	0	She turned up her nose as she walked by my Cadillac From the corner of my eye, I saw you and you laughed You was sittin' on the swing on your front porch A-paintin' your nails like you were bored And you yelled, ""She was sure impressed with you"" Well, I ain't first class, but I ain't white trash I'm wild and a little crazy too Some girls don't like boys like me Aw, but some girls do I yelled and asked if you would like a ride When we pulled out of your yard, I bald a tire You was laughin' at me, I was doin' James Dean You was the purtiest girl I've ever seen When you rolled your eyes and twirled my pink fur dice Well, I ain't first class, but I ain't white trash I'm wild and a little crazy too Some girls don't like boys like me Aw, but some girls do Well, good ol' boys don't get no breaks And the rich boys think they got what it takes But there's someone for each of us, they say Well, I ain't first class, but I ain't white trash I'm wild and a little crazy too Some girls don't like boys like me Aw, but some girls do Well, I ain't first class, but I ain't white trash I'm wild and a little crazy too Some girls don't like boys like me Aw, but some girls do I said some girls do You know some girls do Like boys like me You know some girls do
